file,topic,score
Ollinger-2002-Regional variation i.txt,8,0.6388068756
Rausher-1983-Alteration of Ovipos.txt,5,0.9056016978
Mcintire-1966-Some Factors Affecti.txt,9,0.5829478308
Poelman-2009-Chemical diversity i.txt,5,0.464635975
Rennie-2008-Lazy males_ Bioenerg.txt,2,0.6233233836
Schmidt-2000-Environmental hetero.txt,10,0.4858460961
Morgan-1960-A Newly Designed App.txt,3,0.6691630285
Goessmann-2000-The formation and ma.txt,2,0.4108200154
Mehlman-1995-Bootstrapping Princi.txt,6,0.9911744244
Zobell-1942-The bacterial flora.txt,9,0.8652037615
Farina-2003-Nutrient exchanges b.txt,8,0.3907148515
Rose-1972-Dispersal and Qualit.txt,2,0.5079228572
Crossner-1977-Natural-Selection an.txt,2,0.6491486688
Naylor-1959-An Experimental-Anal.txt,2,0.5002936632
Hayes-1985-The Predator-Prey In.txt,6,0.4172180905
Reckhow-1990-Bayesian-Inference i.txt,6,0.8079870926
Krauss-2000-The realized effect.txt,2,0.5846530962
Kaitaniemi-2000-A canonical model of.txt,7,0.3455487022
Zalba-2000-Using a habitat mode.txt,1,0.5103766002
Bilby-1980-Importance of Organi.txt,9,0.8353818668
Ehrlen-1992-Proximate Limits to.txt,1,0.736652509
Laurila-2000-Behavioural response.txt,5,0.5719498606
McPeek-2000-Predisposed to adapt.txt,10,0.3265685624
Myers-2000-Population fluctuati.txt,6,0.5320055106
Vandegehuchte-2011-Contrasting covariat.txt,8,0.3596741763
Gosscustard-1977-Responses of Redshan.txt,5,0.9313273984
Maharadatunkamsi-2000-Genetic and morphome.txt,10,0.7713331462
Margolin-1964-Running Response of.txt,5,0.4384189902
Holyoak-1994-Appropriate Time Sca.txt,6,0.952490036
Byers-2000-Competition between.txt,5,0.5386555588
Marsden-2000-Parrot populations a.txt,4,0.5113993465
May-1992-Flower Selection and.txt,7,0.4097469519
Juliano-1998-Species introduction.txt,5,0.363001113
Cheke-1974-Experiments on Effec.txt,5,0.4874188444
Basterretxea-2000-Mesoscale variabilit.txt,9,0.9989075113
Comins-1992-The Spatial Dynamics.txt,6,0.6344254317
Dacunha-1957-A Study of the Diets.txt,8,0.5213783108
Campbell-1996-Mechanisms of hummin.txt,2,0.6417805359
Grotan-2005-Climate causes large.txt,6,0.95648199
Reich-1999-Generality of leaf t.txt,3,0.7506449931
Odum-1962-Scanning Systems for.txt,6,0.3778688403
Nickerson-Tietze-2000-Scientific character.txt,9,0.4218892914
Saino-1997-Immunocompetence of.txt,2,0.8292657538
Karban-1986-Interspecific Compet.txt,5,0.6415806796
Davis-1963-A Study of Micro-Art.txt,8,0.497486202
Kobayashi-2000-Photosynthesis and w.txt,3,0.9694468976
Lebkuecher-1993-Physiological Benefi.txt,3,0.9971205493
Schum-1984-Phenetic Structure a.txt,6,0.5681071868
Cooch-1991-Long-Term Decline in.txt,2,0.9471497257
Neubert-2009-Detecting reactivity.txt,6,0.9972385353
Sexton-1968-An Experimental Inve.txt,3,0.7501425643
Pechanec-1937-Effects of the 1934.txt,4,0.6962866708
Drake-1983-Spatial-Distribution.txt,6,0.5972222092
Simberloff-2000-Character displaceme.txt,2,0.7679554113
Scott-1970-Correlation of Co2 E.txt,3,0.9956928297
Tilman-1986-Nitrogen-Limited Gro.txt,8,0.7741928579
Park-1938-Studies in nocturnal.txt,4,0.4911568406
Hewett-1970-Colonization of Sand.txt,4,0.677809637
"Currylin.K-1967-Hasler,Ad - Orientat.txt",4,0.4221926739
Johnson-2008-Plant Winners and Lo.txt,8,0.811906831
Giesler-1998-Soil chemistry and p.txt,8,0.7090004528
Sarukhan-1974-Studies on Plant Dem.txt,6,0.5498939768
"Browne-1978-Growth, Mortality, F.txt",2,0.6638492964
Lowe-1954-Normal Field Movemen.txt,2,0.4793736494
Louda-1995-Effect of Infloresce.txt,1,0.4573068865
Caswell-2000-Prospective and retr.txt,6,0.7810268909
"Washburn-1981-Parasitoids, Patches.txt",4,0.4147858766
Witmer-1996-Do some bird-dispers.txt,1,0.4461551187
Clarke-2000-Preliminary report o.txt,9,0.4637380252
Wilbur-1977-Interactions of Food.txt,2,0.5493599254
Wiegert-1962-Selection of an Opti.txt,2,0.5614101372
Nachman-1981-A Mathematical-Model.txt,6,0.8308987224
Grutter-2000-Ontogenetic variatio.txt,2,0.5253899488
Nabhan-2000-Interspecific relati.txt,10,0.3689551727
Maggi-2011-Connell and Slatyer'.txt,8,0.6924272898
Kopp-2003-Trophic size polyphe.txt,10,0.4892061877
Harvey-1979-Breeding Area Fideli.txt,2,0.7392305611
Castro-2000-The biology of the n.txt,2,0.7197417226
Jackson-1945-Comparative Studies.txt,2,0.677263974
De'ath-2007-Boosted trees for ec.txt,6,0.5646904363
Worm-2000-Rapid direct and ind.txt,7,0.6288568704
Pain-2000-Effects of brodifaco.txt,7,0.2717043094
Wittenberger-1980-Vegetation Structure.txt,4,0.5646582654
Smee-2010-Hydrodynamic sensory.txt,5,0.7514442708
Grialou-2000-The effects of fores.txt,4,0.7022977216
Bengtsson-1994-Temporal Predictabil.txt,8,0.3649114711
Jones-2000-Mate quality influen.txt,2,0.7676018647
Lewis-1978-Comparison of Tempor.txt,6,0.7852620496
Gedan-2011-Substrate size media.txt,6,0.4684003511
Berryman-1985-Evolution of Optimal.txt,5,0.4020431282
Toth-2000-Lack of phlorotannin.txt,3,0.6006735505
Parker-1984-Coevolution - Futuym.txt,5,0.6593144349
Northfield-2012-A simple plant mutat.txt,5,0.7140827159
Livdahl-1982-Competition within a.txt,5,0.3570321877
Vance-1972-Role of Shell Adequa.txt,2,0.7605012818
Sawyer-2011-Stopover ecology of.txt,6,0.2829310798
Vandenbo.RLagace-1967-Interrelationship of.txt,5,0.5735740822
Feinsinger-1986-Floral Neighborhood.txt,5,0.3516418543
Podolsky-1993-Evolution of a Flowe.txt,2,0.4546931925
Straile-2000-Meteorological forci.txt,9,0.2992062566
Usman-2000-Nitrification minera.txt,4,0.488146195
Naylor-1955-The Ecological Distr.txt,9,0.4902444634
Goulson-2000-Are insects flower c.txt,5,0.7107739891
Serrano-2001-Factors affecting br.txt,2,0.5770614289
Penfound-1963-A Modification of Po.txt,4,0.590586181
Skarpe-2000-Browsing in a hetero.txt,4,0.576000938
Weisel-1955-Variations in the Nu.txt,3,0.6701684794
Ramirez-2000-Pseudoreplication an.txt,5,0.6682748638
Anderson-1967-Studies on Structure.txt,4,0.6658066206
Weber-1943-Parabiosis in neotro.txt,4,0.7327621454
Rees-2012-Assessing the role o.txt,8,0.5536731735
Rydell-2000-Flight and thermoreg.txt,2,0.4227492365
Hames-2001-Site reoccupation in.txt,10,0.3521997444
Van Zandt-2004-Community-wide impac.txt,5,0.4858420401
Westcott-2000-Patterns of movement.txt,1,0.6423855918
Garrard-2012-A predictive model o.txt,1,0.6082325985
Rashbrook-1992-Ant-Herbivore Intera.txt,5,0.9412470027
Bovbjerg-1960-Behavioral Ecology o.txt,2,0.4339208632
Watt-1960-Population-Changes i.txt,3,0.33114381
Boatman-1977-Silver Flower .2. Fe.txt,4,0.6043675406
Magyari-2001-Retarded wetland suc.txt,9,0.5965465034
Samuel-2000-Lead exposure in Ame.txt,4,0.9181618231
"Dalling-1998-Seed dispersal, seed.txt",4,0.6559295927
Sabrosky-1950-Taxonomy and Ecology.txt,4,0.342668378
Hill-2011-Resource synergy in.txt,9,0.6267330298
Yushkov-2000-Accumulation and dis.txt,4,0.6042636176
Chapman-2000-Poor design of behav.txt,6,0.383778577
Hobbie-1998-Response of tundra p.txt,3,0.5007967224
Bronmark-2000-Chemical communicati.txt,5,0.8043759774
Barnes-1945-Slugs in Gardens - T.txt,2,0.4520636672
Walker-1986-The Role of Life-His.txt,4,0.6888870999
Rogers-1985-Mortality of Burned.txt,4,0.7790309329
Morritt-2000-Upper thermal tolera.txt,2,0.5726916145
Kaszkure.AFogg-1967-Growing Seasons of C.txt,3,0.8230534924
Britt-1955-Stratification in We.txt,3,0.5079874338
Schmid-1994-Effects of Genetic D.txt,5,0.5687955281
Hassell-1987-Detecting Regulation.txt,6,0.8375343412
Finke-1987-Evolution of Clutch.txt,2,0.9984871332
Whittake.Rh-1966-Forest Dimensions an.txt,4,0.6405896613
Reuman-2004-Trophic links' lengt.txt,5,0.377578366
Inger-1959-Temperature Response.txt,4,0.4177333728
Beddows-1961-Holcus-Lanatus L.txt,4,0.6671820985
Boonstra-1988-Similarity of Reside.txt,2,0.836653252
Lowrie-1963-Effects of Grazing a.txt,4,0.3780176548
Hannon-2000-6000 years of forest.txt,4,0.6435738382
Fuller-1983-Is Glue Production b.txt,1,0.5662200242
Cranston-2012-Gender and abiotic s.txt,8,0.2634605752
Southwood-1976-Population Census Da.txt,6,0.5459902983
Baker-1989-Vegetational Changes.txt,4,0.770121699
Mcnaught.Sj-1968-Autotoxic Feedback i.txt,3,0.4682983494
Enquist-2011-Forest annual carbon.txt,3,0.425934293
Potvin-1993-A Drop in the Ocean.txt,2,0.6255514468
Doak-2000-Habitat patchiness a.txt,6,0.4972918467
Heymans-2000-A carbon flow model.txt,9,0.5498771172
Weigel-2000-Using stream macroin.txt,8,0.3203516223
Diver-1935-A population of wood.txt,4,0.7050434886
Walker-1964-Modified Vallentyne.txt,4,0.6976606444
Bar-David-2009-Methods for assessin.txt,6,0.5359089692
"Molsher-2000-Temporal, spatial an.txt",5,0.3724064472
Walters-1990-Large-Scale Manageme.txt,6,0.6464447293
"Frost-1954-The Food of Pike, Es.txt",2,0.496767569
Espelta-2009-Pre-dispersal acorn.txt,1,0.2860661443
Eisekowi.D-1971-Effect of Wind on Po.txt,1,0.4337621791
Gotelli-2002-Nitrogen deposition.txt,6,0.4996778101
Leisnham-2009-Interpopulation dive.txt,2,0.3334923286
Mahall-1992-Root Communication M.txt,8,0.5565125584
Vyverman-2007-Historical processes.txt,8,0.5731421848
Kipling-1970-A Study of Mortality.txt,2,0.5975957509
Katti-1999-Annual variation in.txt,2,0.4031518645
Griffin-2000-Training captive-bre.txt,5,0.66243722
Bedford-1994-On the Difficulties.txt,8,0.5311812576
Hixon-1980-Competitive Interact.txt,9,0.4730413268
Paula-2008-Burning seeds_ germi.txt,4,0.4372496674
Fryer-1984-Evolution from Molec.txt,10,0.3165399681
Karsten-2000-Living in the intert.txt,9,0.5126844676
Camacho-2000-Phylogenetical revie.txt,6,0.4742492098
Kimmins-1973-Some Statistical Asp.txt,6,0.3711047155
Alexander-1997-Application of mark-.txt,6,0.6310701902
Chevaldonne-2000-Thermotolerance and.txt,3,0.435993405
Nichols-2007-Occupancy estimation.txt,6,0.8671127643
Keeler-2006-Modelling the impact.txt,6,0.5089291998
Matthiessen-2000-Is endocrine disrupt.txt,10,0.3682692208
Mertz-1961-Identification of Tr.txt,2,0.4926444442
Frank-2000-Polymorphism of atta.txt,10,0.5137535672
Gopfert-2000-Nanometre-range acou.txt,6,0.6287645626
Marrs-1976-Response of Serpenti.txt,3,0.7880944406
Lee-1998-Unintentional experi.txt,8,0.5081960984
Hacker-1999-Experimental evidenc.txt,8,0.3628775436
Kudray-2000-Evaluation of Nation.txt,4,0.3709814526
Painter-2000-Complex social organ.txt,10,0.6647654707
Shafer-2012-Habitat selection pr.txt,10,0.5883383205
Brown-2000-Damage and recovery.txt,9,0.8638275101
Taylor-1989-On the Density Depen.txt,5,0.5899630878
He-2000-Occupancy-abundance.txt,6,0.8459880849
Tissue-1987-Response of Eriophor.txt,3,0.9341337053
Jones-2006-Effects of mesoscale.txt,8,0.3308921633
Kelly-1993-A Dynamic State Vari.txt,2,0.3708262997
Singh-1984-Bias and Random Erro.txt,9,0.383930163
Mock-1987-Proximate and Ultima.txt,7,0.5711800678
Preston-1960-Time and Space and t.txt,4,0.3172824102
Yamada-2000-Local and geographic.txt,4,0.7202256242
Prowse-1966-West O - Fire in Veg.txt,4,0.8002592703
Davis-2000-Fluctuating resource.txt,8,0.5277118334
Wilson-1996-Nitrogen mineralizat.txt,8,0.7346645168
Bailey-2000-Shifting control of.txt,6,0.7111076879
Zajitschek-2009-Sex effects on life.txt,2,0.6892127116
Menke-1973-Response Surface Met.txt,6,0.5836734419
Harper-1970-Diapause in Nymphs o.txt,3,0.5046097469
"Ultsch-1978-Metabolism, Critical.txt",3,0.3905132911
Shimwell-1983-Areography - Geograp.txt,6,0.4779137994
Neve-2000-Microsatellite frequ.txt,4,0.4456797357
Marsh-2000-Partitioning of wood.txt,6,0.3601397549
Bustard-1968-Physical and Chemica.txt,3,0.6651233537
Murdoch-1970-Population Regulatio.txt,6,0.8036589046
Stuart-2000-Bio-optical characte.txt,9,0.7682576497
Oksanen-1996-Is the humped relati.txt,8,0.5437468902
Fonteyn-1981-An Experimental-Anal.txt,5,0.4025741223
Jansen-2010-Local exposure shape.txt,5,0.4261486122
Haddad-2000-The effects of long-.txt,8,0.8468110452
Parolin-2000-Seed mass in Amazoni.txt,4,0.3962723572
Spencer-2000-Are predators rare_.txt,7,0.4951930425
Darby-2000-Bycatch of yellow-ey.txt,6,0.3681834685
Aleksiuk-1970-Seasonal Food Regime.txt,7,0.4364239781
Davies-1992-The Value of Male Pa.txt,2,0.9922903286
Sharp-1974-Plant Resources and.txt,4,0.3635832288
Verchot-2000-Land-use change and.txt,9,0.3444244715
Agusti-2000-Experimental inducti.txt,9,0.949444842
Whittaker-1965-Branch Dimensions an.txt,4,0.5407731948
Jonsson-1998-The relative role of.txt,6,0.4217839435
Ludvig-1995-Seasonal-Variation o.txt,2,0.9128767831
Ferber-2000-Ecology - New corn p.txt,8,0.5482292686
Jewell-1939-An ecological study.txt,9,0.7151852909
Phillips-2000-Population trends an.txt,6,0.5951286703
Scott-1956-Allee Memorial Numbe.txt,2,0.728652865
Munger-1984-Long-Term Yield from.txt,5,0.5887894657
Johnston-1956-Breeding Bird Popula.txt,4,0.7456848264
Morrison-2000-The relative importa.txt,9,0.4390688558
Pausas-2004-Plant functional tra.txt,4,0.5582137337
Wang-2000-Polymorphic microsat.txt,10,0.9995574266
George-1974-Dispersion Patterns.txt,6,0.8303883772
Weber-2000-International Code o.txt,4,0.4325875264
Richard-2000-Highly polymorphic m.txt,10,0.9995574266
Urban-2000-Influence of mean cl.txt,9,0.4437493415
Munday-2000-Interactions between.txt,9,0.4170083454
Chipman-1959-Studies of Tolerance.txt,9,0.3716850395
Liu-2005-Winter fires promote.txt,4,0.6910353734
Bauer-1987-Reproductive Strateg.txt,2,0.7113083922
Bryant-2000-Thermal ecology of g.txt,3,0.6515676589
Messier-1994-Ungulate Population-.txt,5,0.6245401348
Elser-2000-Nutritional constrai.txt,7,0.5076830004
Campero-2008-Correcting the short.txt,3,0.511770555
Barrows-2000-Tenebrionid species.txt,10,0.4359390217
Etterson-2005-Including transition.txt,6,0.9240669152
Ulrich-2010-Null model analysis.txt,6,0.6804889541
Cwynar-1987-Fire and the Forest.txt,4,0.8738932445
Drapeau-2000-Landscape-scale dist.txt,4,0.5565692451
Crozier-2010-Interacting effects.txt,6,0.4389031248
Hayati-1990-Plant-Distribution i.txt,8,0.636158983
Pigott-1956-The Vegetation of Up.txt,4,0.8891507351
Herrera-1982-Seasonal-Variation i.txt,3,0.3570343282
Clarke-2000-Protected area manag.txt,10,0.9083281198
Simons-1990-Food Limitation of A.txt,7,0.6064695314
Redford-2000-Extracting humans fr.txt,10,0.5422985334
Seabloom-2010-Viral diversity and.txt,8,0.543723136
Schimmel-1996-Fire severity and ve.txt,4,0.8377053987
Naeem-2002-Disentangling the im.txt,8,0.9078950472
Scharf-2000-Predator size - prey.txt,5,0.6407961511
Clark-2000-Interdisciplinary gu.txt,10,0.6290015723
"Kitching-2000-Biodiversity, hotspo.txt",6,0.4606093212
Levandow.M-1972-CorrectionEcologyEco.txt,2,0.7926634124
Allen-1973-Microscopic Pattern-.txt,3,0.5354591504
Clavero-2011-Bird community speci.txt,8,0.4995497595
Moreno-Valdez-2000-A simulation model o.txt,6,0.5307536796
Lima-2008-Chihuahuan Desert ka.txt,6,0.7965025744
Jefferies-1977-Vegetation of Salt M.txt,9,0.5383668237
Pfister-2003-Variable performance.txt,6,0.5491389203
Gibb-1957-The Free-Living Form.txt,3,0.8536468737
Beekman-2000-Long-range foraging.txt,1,0.9443428498
"Lyons-2002-Species richness, la.txt",6,0.6283937022
Baldwin-1994-Coordination of Phot.txt,3,0.7227674051
Sanetra-2000-Characterization of.txt,10,0.9997785023
Gonzalez-Solis-2000-Foraging partitionin.txt,2,0.4692941495
Adriaensen-1990-Population-Dynamics.txt,2,0.6270943405
Low-2007-Age-specific variati.txt,2,0.8860624239
Hanski-1993-Spatial Synchrony in.txt,6,0.9585211097
Davis-1984-The Flight and Migra.txt,2,0.7205871109
Leroy-2011-Trophic mediation by.txt,5,0.4260827383
Elton-1973-Structure of Inverte.txt,4,0.7905287414
Bormann-1984-Stand Density Effect.txt,7,0.3592801419
Coates-2009-Above- versus below-.txt,4,0.5259157478
Kirkman-2000-Diet and estimated f.txt,5,0.3708279057
Stentiford-2000-An analysis of swimm.txt,5,0.3463106917
Haverty-2000-Cuticular hydrocarbo.txt,4,0.3841203662
Flinn-2010-The role of dispersa.txt,8,0.4729001087
O'donnell-2007-Army ants in four fo.txt,5,0.3231886772
Coulson-1997-Population substruct.txt,6,0.7805524372
Cockburn-2008-Demography of male r.txt,2,0.6935483546
Gerlach-2000-Fragmentation of lan.txt,10,0.714724775
Yamahira-2002-Intra- vs. interspec.txt,3,0.600847393
Blaisdell-1949-Competition between.txt,4,0.6600995996
Richards-2000-Grazers and diggers_.txt,5,0.4589405698
Milcu-2008-Earthworms and legum.txt,8,0.9992883814
Bullock-2000-Long distance seed d.txt,1,0.7090904588
Hatcher-2004-Phytohormones and pl.txt,5,0.6275727138
Sluss-1967-Population Dynamics.txt,5,0.5145241726
Silvertown-2000-_Flexibility_ as a t.txt,6,0.5720056573
Facelli-1994-Multiple Indirect Ef.txt,8,0.3883974044
Aldabbagh-1981-Population Ecology o.txt,2,0.4601740946
Greenwood-1941-The passing of Raymo.txt,6,0.7385899078
Boatman-1962-The Growth of Schoen.txt,3,0.6347390405
Wood-1961-Illumination Control.txt,3,0.9892830056
Bercovitch-2000-Maternal investment.txt,2,0.9412420093
Hebets-2000-Leg ornamentation an.txt,2,0.907206421
Baker-1936-Nomograms for satura.txt,3,0.9849971042
Granlund-2000-Estimation of the im.txt,8,0.4870316433
Dixon-1963-Reproductive Activit.txt,5,0.3675190935
Fleming-1990-Latitudinal Clines -.txt,2,0.8692898462
Bocock-1964-Changes in the Amoun.txt,8,0.6195184108
Ward-1969-Ecotypic Variation i.txt,3,0.7591139137
Westoby-1982-Self-Thinning in Tri.txt,3,0.7919813024
Valiela-2000-Operationalizing sus.txt,9,0.4804181333
Griffin-1949-Airplane Observation.txt,3,0.3203132048
Ranta-1995-Synchrony in Tetraon.txt,6,0.9187796233
Cornelius-1991-On Determining the S.txt,6,0.7495890953
Recher-1966-Some Aspects of Ecol.txt,2,0.2348761641
Whitehead-1998-Non-geographically b.txt,10,0.6150569934
Gurney-2003-Resource allocation.txt,7,0.3942494999
Schmidt-1960-A Wind-Direction Rec.txt,4,0.4186557106
Maskas-2000-Patterns of intraspe.txt,10,0.756330267
Schnitzer-2011-Soil microbes drive.txt,8,0.9494359411
Barot-1999-Demography of a sava.txt,6,0.4560413965
Thompson-2006-A truce with neutral.txt,8,0.3310618237
Zhu-2000-Genetic diversity an.txt,5,0.4723157778
Platt-1989-Special Feature - Tr.txt,4,0.8568722061
Otte-1975-Insect Territorialit.txt,2,0.5105495784
Jacobsen-1995-An Experimental-Stud.txt,2,0.9983422433
Reid-2008-Investigating patter.txt,6,0.9589765119
Jones-1968-Seed Production of S.txt,1,0.6453961851
Hattenschwiler-2000-The role of polyphen.txt,8,0.5969487721
Pepper-1952-The Effects of Solar.txt,3,0.8996218872
Chiappone-2000-Groupers (Pisces _ S.txt,9,0.52706722
Schmid-1965-Some Aspects of the.txt,3,0.7190585585
Beck-2007-Sex differences in g.txt,2,0.5066496374
Moore-2008-Biotic disturbance a.txt,8,0.3088311353
Costello-1944-Natural revegetation.txt,4,0.7412976205
Addicott-1974-Predation and Prey C.txt,5,0.8840220406
"Humphries-2000-Form, space and time.txt",10,0.5015963923
Sankary-1972-Autecology of Atripl.txt,3,0.7209710479
Wilson-1965-Escape of Algae from.txt,9,0.9774951282
Smart-1980-Nitrogen Nutrition a.txt,9,0.4028212178
Sharp-1953-A Reevaluation of Pl.txt,4,0.4805955183
Jumars-2000-Animal guts as ideal.txt,7,0.7864509613
Bjornstad-1998-Population dynamics.txt,6,0.9309399446
Root-1996-Herbivore pressure o.txt,5,0.3402720656
Koh-2008-Herbivory Mediates G.txt,5,0.3945842214
Arler-2000-Aspects of landscape.txt,10,0.7710295128
Dell'Anno-2000-Enzymatically hydrol.txt,9,0.8691795839
Wilkinson-1984-Effect of Helpers on.txt,2,0.524473334
Mcglinn-2009-Modeling the samplin.txt,6,0.8273485106
Gerrish-1988-Nutrient Limitation.txt,4,0.7709607076
Gerrodette-1987-A Power Analysis for.txt,6,0.9983390545
Glass-1968-Effect of Time of Fo.txt,7,0.4303220448
Urban-2011-Heating up relations.txt,8,0.4176648414
McGeoch-2004-Spatial abundance st.txt,6,0.6706977153
Wilm-1936-The relation of succ.txt,4,0.7451782491
"Perring-1967-Sankey,J - Chalkland.txt",4,0.5856878224
McGuire-2000-Modelling carbon res.txt,8,0.3688024618
Aubry-2011-Drivers of age-speci.txt,6,0.6649271346
Sutherland-1984-On the Importance of.txt,1,0.4190218353
Dalgleish-2010-Can life-history tra.txt,6,0.8449584684
Al-Khafaji-2009-Hierarchical demogra.txt,6,0.5670566771
Inouye-1978-Resource Partitionin.txt,5,0.6697818989
Brain-1967-Populations of Ant T.txt,2,0.6363929507
Ketchum-1952-Processes Contributi.txt,9,0.6652354556
Relyea-1999-Quantifying the rela.txt,5,0.9985573531
Fauth-1991-Interactions between.txt,5,0.7237863752
Jarman-1959-The Microclimate in.txt,3,0.9327239584
White-1966-Structure and Compos.txt,4,0.9903311912
Polis-1980-Seasonal Patterns an.txt,9,0.4437260478
van der Heijden-2010-Mycorrhizal fungi re.txt,8,0.7465543256
"Brito-2000-Growth, metabolic ra.txt",7,0.5759941856
Mundy-2000-Are vertical distrib.txt,9,0.7249737736
Veseyfit.Df-1970-Origin and Distribut.txt,4,0.7196045252
Calvino-Cancela-2009-Effectiveness of a v.txt,1,0.6348301061
Testa-1990-A Comparison of Repr.txt,2,0.67995396
Onyekwel.Ss-1972-Vegetation of Dune S.txt,6,0.4040495512
Mcculloch-1985-Variance Tests for S.txt,6,0.9648146743
Shoup-1950-The Use of a Thermis.txt,3,0.5000070146
Amisah-2000-Impacts of abandoned.txt,9,0.4031400582
Weaver-1943-Replacement of true.txt,4,0.8003838595
Bormann-1990-Changes in Productiv.txt,8,0.4598551755
Sancho-2000-Environmental influe.txt,9,0.4659297666
Lipson-1999-Links between microb.txt,8,0.5685969265
Eisenber.Rm-1966-Regulation of Densit.txt,2,0.5527171042
Sokal-1963-Competition between.txt,2,0.7531600414
Helle-1988-Migrant Passerine Bi.txt,4,0.5456988693
Mullen-1973-Estimating Energy Me.txt,7,0.3911625286
Pen-2000-Sex-ratio optimizati.txt,2,0.9978204578
Curnutt-2000-Host-area specific c.txt,6,0.5314010258
Lakhani-1970-Production by Lumbri.txt,3,0.4638272948
Heithaus-2007-State-dependent risk.txt,5,0.4105402089
Zeleny-2009-Co-occurrence based.txt,8,0.5859814084
Kassas-1953-Habitat and Plant Co.txt,4,0.4158075208
Watt-1965-Foliar Nitrogen and.txt,7,0.3857473964
Luoto-2000-Modelling of rare pl.txt,10,0.3225581946
Heimpel-1995-Dynamic Host Feeding.txt,5,0.6129952781
Goodman-2008-Life on the Rocks_ H.txt,2,0.4445644583
Zak-1990-The Vernal Dam - Pla.txt,8,0.8795853019
Milne-1940-Autecology of the Go.txt,2,0.5034940725
Ishikawa-2000-Differential salt to.txt,3,0.5566841095
Rydgren-2004-Disturbance severity.txt,4,0.6240359159
Peters-2010-Bird community respo.txt,8,0.4230486259
Johnson-1941-Vegetation of some m.txt,4,0.5979776174
Zollner-2000-Comparing the landsc.txt,1,0.4206732971
Collins-1943-A method for measuri.txt,3,0.5467375745
Holyoak-2000-Predicting extinctio.txt,5,0.6502609953
Kerfoot-1987-Translocation Experi.txt,5,0.4682466719
Watkins-1992-Fine-Scale Community.txt,6,0.4415287434
Chivers-2000-Chemical alarm signa.txt,5,0.8470462881
Wilson-2000-Incipient speciation.txt,10,0.5997035953
Bonadie-2000-Year-round utilisati.txt,4,0.4272194326
Robertson-1999-Geomorphic processes.txt,4,0.8191605219
Stalter-1971-Age of Mature Pine (.txt,4,0.9903196933
Miller-2000-Behavioral mechanism.txt,1,0.4837689283
Montero-Castano-2012-Impact of landscape.txt,1,0.4505339862
Telfer-1984-Adaptation of Some L.txt,4,0.5366479689
Lindberg-1998-Natal and breeding p.txt,2,0.5499644833
Udvardy-1959-Notes on the Ecologi.txt,2,0.5874147162
"Skinner-1980-Territory, Trail Str.txt",2,0.2430501797
Engelen-2009-Which demographic tr.txt,6,0.3458649717
Asplund-2010-Gastropod grazing sh.txt,4,0.6615153636
van Langevelde-2000-Scale of habitat con.txt,1,0.5736081213
Heusser-1955-Pollen Profiles from.txt,4,0.6275892259
Tissue-1990-Carbon Relations of.txt,3,0.4978608752
Potts-1980-Population-Dynamics.txt,2,0.7319933159
Shilova-2000-Comparative analysis.txt,6,0.7027548071
McKillup-2000-The effects of two p.txt,6,0.3759297217
Grayson-2009-Sex- and context-dep.txt,2,0.8526381905
King-1965-Animal Dispersion in.txt,2,0.994609195
Belanger-1994-Role of Ice Scouring.txt,9,0.4121603112
Digby-1961-The Vertical-Distrib.txt,9,0.9978097577
Stoner-2000-Leaf selection by th.txt,3,0.4012300871
Bahr-1976-Energetic Aspects of.txt,9,0.9518948739
Freckleton-2000-On detecting and mea.txt,6,0.3548282252
Hilborn-1975-Similarities in Disp.txt,6,0.3533850632
Gunatilleke-1997-Responses to nutrien.txt,7,0.3593680169
Trewick-2000-Mitochondrial DNA se.txt,10,0.8655770522
Dale-2000-Ornamental plumage d.txt,2,0.7683004916
Hendrick-1996-Temporal and depth-r.txt,4,0.3598469998
Lamontagne-2000-Testing the ecophysi.txt,3,0.6462559602
Gibb-2004-Removal experiment r.txt,5,0.568078278
Broggi-2004-Metabolic response t.txt,3,0.3998200123
Houseman-2011-Linking grassland pl.txt,8,0.6372806017
Steward-1975-Autecology of Saw-Gr.txt,3,0.3331164185
Cork-2000-Conclusions and reco.txt,10,0.8517627447
Harr-2000-Characterization and.txt,10,0.9994501209
Tershy-2000-Parental investment.txt,2,0.9982721317
Lund-1971-Artificial Alteratio.txt,3,0.3589963304
"Parra-2000-Feeding, physiology.txt",7,0.5621468252
"Saetre-1998-Decomposition, micro.txt",8,0.86175255
Morton-1967-Effects of Insolatio.txt,3,0.6633172657
Dunn-1949-The Application of F.txt,2,0.5867827882
Beckage-2000-Effects of repeated.txt,6,0.3552128406
Marx-2008-Survival of tree see.txt,4,0.7833431544
Veiberg-2007-Evidence for a trade.txt,2,0.5049873703
Jenkins-2003-Connectivity in a dr.txt,9,0.5512231098
Levins-1996-Effects of density d.txt,5,0.5150658765
Sherwin-2000-Analysis and conserv.txt,10,0.930852938
Behmer-2002-Herbivore foraging i.txt,7,0.6944238264
Briscoe-1961-Germination of Cherr.txt,4,0.6634408692
Capone-1991-Fish Community Struc.txt,6,0.4845240255
Ballinge.ReMarion-1970-Thermal Ecology of L.txt,3,0.6839841095
Coomes-2012-A general integrativ.txt,4,0.3654907357
Thomas-1974-Effects of External.txt,9,0.7458858567
Pettorelli-2003-Age and density modi.txt,2,0.4889999317
Gibson-1967-Studies on Movements.txt,2,0.4669939505
